date,brand,predict
1.0,1.0,194.49812064026867
1.0,6.0,32.15888052100381
1.0,9.0,37.48060769226214
2.0,4.0,144.78882730025504
2.0,6.0,-0.7980720803901988
2.0,7.0,81.86844599126411
2.0,10.0,225.0559511532987
3.0,4.0,13.944427965880436
3.0,6.0,-51.66291064668914
3.0,8.0,-394.2610646301886
4.0,1.0,764.8847728694847
4.0,2.0,630.0496845327857
4.0,3.0,393.392264080103
4.0,4.0,1289.3216910756046
4.0,6.0,484.19614466518897
4.0,7.0,459.0819147896933
4.0,8.0,303.10197901889927
4.0,9.0,877.8733960239882
4.0,10.0,1103.3888477850528
5.0,1.0,741.4232297667608
5.0,2.0,626.7435410574762
5.0,3.0,416.1581986710389
5.0,4.0,1225.3054985884828
5.0,6.0,460.9546163302567
5.0,7.0,382.722497921564
5.0,8.0,267.07377876223654
5.0,9.0,1002.3505265411609
5.0,10.0,1136.6875551819317
6.0,1.0,799.3077650968228
6.0,2.0,673.6158572566951
6.0,3.0,484.201971186974
6.0,4.0,1212.2236368937815
6.0,6.0,495.02371992944245
6.0,7.0,442.4002456476523
6.0,8.0,300.97920285691373
6.0,9.0,992.8344991133263
6.0,10.0,1390.146966425746
7.0,1.0,587.8140770987366
7.0,2.0,496.77088202794846
7.0,3.0,400.8762769750116
7.0,4.0,936.5079333145388
7.0,6.0,399.95945548323016
7.0,7.0,445.0845130870941
7.0,8.0,140.94178421518438
7.0,9.0,620.9391808328653
7.0,10.0,991.5665998669529
8.0,1.0,573.704518284098
8.0,2.0,586.3965516192083
8.0,3.0,422.08935014758094
8.0,4.0,1014.6038013714967
8.0,6.0,434.9912485764862
8.0,7.0,474.23549847361346
8.0,8.0,135.26172010813318
8.0,9.0,776.6138000215046
8.0,10.0,997.7428804456722
9.0,1.0,386.74955389353136
9.0,2.0,366.356000396739
9.0,3.0,282.45089282911533
9.0,4.0,528.5280128052839
9.0,6.0,233.82237443388158
9.0,7.0,279.7423238206426
9.0,8.0,31.38336146554812
9.0,9.0,494.40561881123773
9.0,10.0,618.3910136134443
10.0,1.0,339.389778526079
10.0,2.0,297.24080469527917
10.0,3.0,215.44427347850424
10.0,4.0,416.5854772730881
10.0,6.0,173.44969570704743
10.0,7.0,229.27262779075951
10.0,8.0,-28.174132314606368
10.0,9.0,314.90660165749983
10.0,10.0,546.499176819549
11.0,1.0,382.3023315700463
11.0,2.0,334.90819595245637
11.0,3.0,261.14224143227557
11.0,4.0,486.4957827911225
11.0,6.0,216.1775122619994
11.0,7.0,254.62907703203808
11.0,8.0,-11.848652986254564
11.0,9.0,446.820204601358
11.0,10.0,598.4810575241322
12.0,1.0,172.05075657056653
12.0,4.0,170.5765025181418
12.0,6.0,40.75432799322725
12.0,7.0,70.10151837796914
12.0,8.0,-199.9198579993687
12.0,9.0,24.86566165397113
12.0,10.0,232.99958168983846
13.0,1.0,97.51144566472209
13.0,3.0,62.12023218055694
13.0,9.0,-125.1701188414549
14.0,1.0,471.6134217727149
14.0,2.0,379.8687207446993
14.0,3.0,315.24781137728496
14.0,4.0,574.044231687084
14.0,6.0,223.86909092811692
14.0,7.0,258.9134573179941
14.0,8.0,48.476178491356876
14.0,9.0,515.1561877165573
14.0,10.0,687.1773320786546
15.0,1.0,454.65723234578275
