date,predict
1308,2389.2300564537527
1309,808.3515629351244
1310,503.2284221666552
1311,2811.794864964726
1312,2951.2555549225835
1313,2580.709728574317
1314,2106.233165783277
1315,2389.2300564537527
1316,808.3515629351244
1317,2811.794864964726
1318,2951.2555549225835
1319,2371.0811212092785
1320,1896.604558418238
1321,2179.6014490887137
1322,598.7229555700854
1323,2602.1662575996866
1324,2741.6269475575446
1325,2371.0811212092785
1326,1896.604558418238
1327,2179.6014490887137
1328,598.7229555700854
1329,2602.1662575996866
1330,2741.6269475575446
1331,2371.0811212092785
1332,1896.604558418238
1333,2179.6014490887137
1334,598.7229555700854
1335,293.5998148016163
1336,2602.1662575996866
1337,2741.6269475575446
1338,2371.0811212092785
1339,1896.604558418238
1340,2179.6014490887137
1341,598.7229555700854
1342,2602.1662575996866
1343,2741.6269475575446
1344,2371.0811212092785
1345,1896.604558418238
1346,2179.6014490887137
1347,2348.017874468197
1348,156.89309941263133
1349,2234.374405820293
1350,1759.8978430292532
1351,2042.8947336997287
1352,462.0162401811006
1353,156.89309941263133
1354,2465.459542210702
1355,2604.92023216856
1356,2234.374405820293
1357,1759.8978430292532
1358,2042.8947336997287
1359,462.0162401811006
1360,156.89309941263133
1361,2465.459542210702
1362,2604.92023216856
1363,2234.374405820293
1364,1759.8978430292532
1365,2042.8947336997287
1366,462.0162401811006
1367,156.89309941263133
1368,2465.459542210702
1369,2604.92023216856
1370,2234.374405820293
1371,1759.8978430292532
1372,2042.8947336997287
1373,462.0162401811006
1374,156.89309941263133
1375,656.4533245623439
1376,3626.143102502249
1377,2352.2919597907785
1378,1877.8153969997384
1379,2160.8122876702137
1380,579.9337941515859
1381,274.81065338311674
1382,2583.377096181187
1383,2722.837786139045
1384,2352.2919597907785
1385,1877.8153969997384
1386,2160.8122876702137
1387,579.9337941515859
1388,2583.377096181187
1389,2722.837786139045
1390,2352.2919597907785
1391,1877.8153969997384
1392,2160.8122876702137
1393,579.9337941515859
1394,274.81065338311674
1395,2583.377096181187
1396,2722.837786139045
1397,2352.2919597907785
1398,1877.8153969997384
1399,2160.8122876702137
1400,2465.9354284386827
1401,274.81065338311674
1402,795.9140145202016
1403,2352.2919597907785
1404,1689.8224844763215
1405,1972.819375146797
1406,391.9408816281691
1407,2395.3841836577703
1408,2534.844873615628
1409,2164.299047267362
1410,1689.8224844763215
1411,1972.819375146797
1412,391.9408816281691
1413,86.81774085969987
1414,2395.3841836577703
1415,2534.844873615628
1416,2164.299047267362
1417,1689.8224844763215
1418,1972.819375146797
1419,391.9408816281691
1420,86.81774085969987
1421,2395.3841836577703
1422,2534.844873615628
1423,2164.299047267362
1424,1689.8224844763215
1425,1972.819375146797
1426,391.9408816281691
1427,86.81774085969987
1428,2395.3841836577703
1429,2534.844873615628
1430,2164.299047267362
1431,1689.8224844763215
1432,1972.819375146797
1433,427.8404059306187
1434,122.71726516214945
1435,2431.28370796022
1436,2570.744397918078
1437,2200.198571569811
1438,1725.7220087787712
1439,2008.7188994492467
1440,427.8404059306187
1441,122.71726516214945
1442,2431.28370796022
1443,2570.744397918078
1444,2200.198571569811
1445,1725.7220087787712
1446,2008.7188994492467
1447,427.8404059306187
1448,122.71726516214945
1449,2431.28370796022
1450,2570.744397918078
1451,2200.198571569811
1452,1725.7220087787712
1453,2008.7188994492467
1454,427.8404059306187
1455,122.71726516214945
1456,2431.28370796022
1457,2570.744397918078
1458,2200.198571569811
1459,1725.7220087787712
1460,2008.7188994492467
1461,427.8404059306187
1462,122.71726516214945
1463,2431.28370796022
1464,2552.243276065902
1465,2181.697449717636
1466,1707.220886926596
1467,1990.2177775970717
1468,409.33928407844365
1469,104.21614330997443
1470,2412.7825861080446
1471,2552.243276065902
1472,2181.697449717636
1473,1707.220886926596
1474,1990.2177775970717
1475,409.33928407844365
1476,104.21614330997443
1477,2412.7825861080446
1478,2552.243276065902
1479,2181.697449717636
1480,1707.220886926596
1481,1990.2177775970717
1482,409.33928407844365
1483,104.21614330997443
1484,2412.7825861080446
1485,2552.243276065902
1486,2181.697449717636
1487,1707.220886926596
1488,1990.2177775970717
1489,409.33928407844365
1490,104.21614330997443
1491,2412.7825861080446
1492,2552.243276065902
1493,2181.697449717636
1494,1707.220886926596
1495,2267.7237149228454
1496,381.72208063574817
1497,2690.2885234338187
1498,2829.7492133916767
1499,2459.2033870434097
1500,1984.72682425237
1501,2267.7237149228454
1502,686.8452214042175
1503,381.72208063574817
1504,2690.2885234338187
1505,2829.7492133916767
1506,2459.2033870434097
1507,1984.72682425237
1508,2267.7237149228454
1509,686.8452214042175
1510,381.72208063574817
1511,2690.2885234338187
1512,2829.7492133916767
1513,2459.2033870434097
1514,1984.72682425237
1515,2267.7237149228454
1516,686.8452214042175
1517,2690.2885234338187
1518,2829.7492133916767
1519,2459.2033870434097
1520,1984.72682425237
1521,2267.7237149228454
1522,2572.8468556913144
1523,783.9372975926201
1524,413.39147124435374
1525,15.0
1526,262.83393645553525
1527,567.9570772240045
1528,262.83393645553525
1529,5340.87162904928
1530,2710.861069211463
1531,2340.3152428631975
1532,1865.8386800721569
1533,2148.835570742632
1534,567.9570772240045
1535,262.83393645553525
1536,2571.400379253606
1537,2710.861069211463
1538,2340.3152428631975
1539,1865.8386800721569
1540,2148.835570742632
1541,567.9570772240045
1542,262.83393645553525
1543,2571.400379253606
1544,2710.861069211463
1545,2340.3152428631975
1546,1865.8386800721569
1547,2148.835570742632
1548,567.9570772240045
1549,262.83393645553525
1550,2571.400379253606
1551,2710.861069211463
1552,2499.2512686236196
1553,2024.774705832579
1554,2307.771596503054
1555,726.8931029844265
1556,421.76996221595726
1557,2730.336405014028
1558,2869.7970949718856
1559,2499.2512686236196
1560,2024.774705832579
1561,2307.771596503054
1562,726.8931029844265
1563,421.76996221595726
1564,2730.336405014028
1565,2869.7970949718856
1566,2499.2512686236196
1567,2024.774705832579
1568,2307.771596503054
1569,726.8931029844265
1570,421.76996221595726
1571,2730.336405014028
1572,2869.7970949718856
1573,2499.2512686236196
1574,2024.774705832579
1575,2307.771596503054
1576,726.8931029844265
1577,421.76996221595726
1578,2730.336405014028
1579,2869.7970949718856
