date,predict
1,462.70595037470997
2,-26.709455961234312
3,5459.561676627671
4,5500.357531189159
5,4547.460721947041
6,4310.972997672114
7,3513.9665866588107
8,2385.9969977671426
9,1894.7129828762536
10,2206.082321869046
11,625.0721221172386
12,2598.3037929160114
13,2710.2745574107216
14,2376.0051502797533
15,1833.4084609030842
16,2140.3367012234457
17,574.7509917571585
18,314.0059753094173
19,2586.640188251177
20,2737.8976938914793
21,2376.0051502797533
22,1833.4084609030842
23,2226.0778880726007
24,624.3162579309209
25,2582.5916092187836
26,3333.914946855043
27,2962.6820532120546
28,2456.1905381434217
29,2644.1707214577223
30,437.41905925802786
31,115.76757821429447
32,3394.2793222034556
33,3738.257862520402
34,3153.3354404832808
35,2708.848101169633
36,716.0918517495061
37,-194.05330466669898
38,64.92349145971531
39,3568.009388637146
40,3205.7193030225294
41,3762.926816027477
42,2535.0688082685306
43,2207.4748394707967
44,1783.0064360586837
45,1968.4107228558962
46,482.81420808540037
47,2455.645015354138
48,2586.073061988941
49,2204.12895811839
50,1783.0064360586837
51,1576.4002272087248
52,-15.9832194888196
53,2016.7436875512626
54,2140.3023713117013
55,1780.728009670537
56,1320.1574466512857
57,1599.9288748506792
58,15.80405695764523
59,-324.0745804937035
60,2017.3242634336652
61,2157.5352252591942
62,1762.9088828225883
63,1290.753971431799
64,1593.069748838787
65,-4.593415772235801
66,2021.0816539529146
67,2126.489474663683
68,1798.065074515726
69,1306.4700106984433
70,1595.45572572408
71,11.303684900661779
72,2002.6061707757385
73,2174.53967533399
74,1774.5580896565284
75,1302.1788969013173
76,1595.45572572408
77,13.826236085796324
78,-289.7060782617456
79,2034.8813790584204
80,2156.5738788638737
81,1793.4865129570796
82,-647.0826886213976
83,-316.54376979865845
84,-1.1493668017393475
85,1610.819230984141
86,2034.8813790584204
87,2175.0923408839494
88,1798.2793717635277
89,1325.8111988508908
90,1617.9321023814462
91,13.548183758552682
92,2019.1735523252792
93,2173.864781537958
94,1799.144959117426
95,1308.5545666447229
96,1586.7425774437102
97,2.615060562782503
98,-276.4462641792844
99,2034.8813790584204
100,2179.0348155924435
101,1786.9821166388529
102,1325.8111988508908
103,1612.8854610658418
104,1934.8987907669602
105,1594.0123754721048
106,112.88448771167509
107,2307.0628959096425
108,1748.8745750088622
109,179.01548541497652
110,2190.424183679823
111,2334.3510901580976
112,1936.661591824821
113,1481.2035932759136
114,1766.83540362927
115,195.024217252443
116,-127.63317460173744
117,2190.424183679823
118,2324.086794282927
119,1936.661591824821
120,1475.8894712165693
121,1740.7771671736912
122,166.60581161205198
123,2147.4769971460555
124,2326.411652264558
125,1927.3610537758539
126,1481.2035932759136
127,1759.4464949739167
128,166.09505448515256
129,2191.770124210303
130,2322.7244745883745
