date,brand,predict
1107,7,241.93897857666016
1107,8,431.41701049804686
1107,9,722.4447021484375
1107,10,334.9098175048828
1108,1,302.44907836914064
1108,2,235.1332565307617
1108,3,295.73761291503905
1108,4,449.98252563476564
1108,5,309.79481506347656
1108,6,290.9227355957031
1108,7,326.53453369140624
1108,8,376.8042785644531
1108,9,814.9033630371093
1108,10,389.5709930419922
1109,1,88.26917953491211
1109,2,92.68301544189453
1109,3,85.78205833435058
1109,4,100.58477554321288
1109,5,97.45001068115235
1109,6,52.50328330993652
1109,7,112.02227478027343
1109,8,151.46787338256837
1109,9,202.0892822265625
1109,10,55.92036590576172
1110,9,33.10696144104004
1111,1,378.1755432128906
1111,2,260.18363800048826
1111,3,396.31610717773435
1111,4,547.0255554199218
1111,5,406.46808166503905
1111,6,294.2996795654297
1111,7,327.8792388916016
1111,8,462.12351684570314
1111,9,876.1117126464844
1111,10,517.1928314208984
1112,1,364.1208251953125
1112,2,320.86073913574216
1112,3,359.81829833984375
1112,4,615.34111328125
1112,5,403.5524078369141
1112,6,324.7607421875
1112,7,328.1722930908203
1112,8,537.204379272461
1112,9,904.8681213378907
1112,10,445.171630859375
1113,1,324.61110229492186
1113,2,287.862646484375
1113,3,322.95640563964844
1113,4,485.06879272460935
1113,5,330.04408874511716
1113,6,299.49147644042966
1113,7,347.7845001220703
1113,8,408.8842376708984
1113,9,848.2821838378907
1113,10,416.60364685058596
1114,1,263.630419921875
1114,2,195.0843475341797
1114,3,231.64651947021486
1114,4,389.17034301757815
1114,5,253.02073516845704
1114,6,213.02100219726563
1114,7,264.86618957519534
1114,8,330.54432067871096
1114,9,677.9456237792969
1114,10,331.2203002929688
1115,1,302.44907836914064
1115,2,235.1332565307617
1115,3,295.73761291503905
1115,4,449.98252563476564
1115,5,309.79481506347656
1115,6,290.9227355957031
1115,7,326.53453369140624
1115,8,376.8042785644531
1115,9,814.9033630371093
1115,10,389.5709930419922
1116,1,88.26917953491211
1116,2,92.68301544189453
1116,3,85.78205833435058
1116,4,100.58477554321288
1116,5,97.45001068115235
1116,6,52.50328330993652
1116,7,112.02227478027343
1116,8,151.46787338256837
1116,9,202.0892822265625
1116,10,55.92036590576172
1117,1,378.1755432128906
1117,2,260.18363800048826
1117,3,396.31610717773435
1117,4,547.0255554199218
1117,5,406.46808166503905
1117,6,294.2996795654297
1117,7,327.8792388916016
1117,8,462.12351684570314
1117,9,876.1117126464844
1117,10,517.1928314208984
1118,1,364.1208251953125
1118,2,320.86073913574216
1118,3,359.81829833984375
1118,4,615.34111328125
1118,5,403.5524078369141
1118,6,324.7607421875
1118,7,328.1722930908203
1118,8,537.204379272461
1118,9,904.8681213378907
1118,10,445.171630859375
1119,1,324.61110229492186
1119,2,287.862646484375
1119,3,322.95640563964844
1119,4,485.06879272460935
1119,5,330.04408874511716
1119,6,299.49147644042966
1119,7,347.7845001220703
1119,8,408.8842376708984
1119,9,848.2821838378907
1119,10,416.60364685058596
1120,1,263.630419921875
1120,2,195.0843475341797
1120,3,231.64651947021486
1120,4,389.17034301757815
1120,5,253.02073516845704
1120,6,213.02100219726563
1120,7,264.86618957519534
1120,8,330.54432067871096
1120,9,677.9456237792969
1120,10,331.2203002929688
1121,1,302.44907836914064
1121,2,235.1332565307617
1121,3,295.73761291503905
1121,4,449.98252563476564
1121,5,309.79481506347656
1121,6,290.9227355957031
1121,7,326.53453369140624
1121,8,376.8042785644531
1121,9,814.9033630371093
1121,10,389.5709930419922
1122,1,88.26917953491211
1122,2,92.68301544189453
1122,3,85.78205833435058
1122,4,100.58477554321288
1122,5,97.45001068115235
1122,6,52.50328330993652
1122,7,112.02227478027343
1122,8,151.46787338256837
1122,9,202.0892822265625
1122,10,55.92036590576172
1123,1,378.1755432128906
1123,2,260.18363800048826
1123,3,396.31610717773435
1123,4,547.0255554199218
1123,5,406.46808166503905
1123,6,294.2996795654297
1123,7,327.8792388916016
1123,8,462.12351684570314
1123,9,876.1117126464844
1123,10,517.1928314208984
1124,1,364.1208251953125
1124,2,320.86073913574216
1124,3,359.81829833984375
1124,4,615.34111328125
1124,5,403.5524078369141
1124,6,324.7607421875
1124,7,328.1722930908203
1124,8,537.204379272461
1124,9,904.8681213378907
1124,10,445.171630859375
1125,1,324.61110229492186
1125,2,287.862646484375
1125,3,322.95640563964844
1125,4,485.06879272460935
1125,5,330.04408874511716
1125,6,299.49147644042966
1125,7,347.7845001220703
1125,8,408.8842376708984
1125,9,848.2821838378907
1125,10,416.60364685058596
1126,1,263.630419921875
1126,2,195.0843475341797
1126,3,231.64651947021486
1126,4,389.17034301757815
1126,5,253.02073516845704
1126,6,213.02100219726563
1126,7,264.86618957519534
1126,8,330.54432067871096
1126,9,677.9456237792969
1126,10,331.2203002929688
1127,1,302.44907836914064
1127,2,235.1332565307617
1127,3,295.73761291503905
1127,4,449.98252563476564
1127,5,309.79481506347656
1127,6,290.9227355957031
1127,7,326.53453369140624
1127,8,376.8042785644531
1127,9,814.9033630371093
1127,10,389.5709930419922
1128,1,88.26917953491211
1128,2,92.68301544189453
1128,3,85.78205833435058
1128,4,100.58477554321288
1128,5,97.45001068115235
1128,6,52.50328330993652
1128,7,112.02227478027343
1128,8,151.46787338256837
1128,9,202.0892822265625
1129,1,378.1755432128906
1129,2,260.18363800048826
1129,3,396.31610717773435
1129,4,547.0255554199218
1129,5,406.46808166503905
1129,6,294.2996795654297
1129,7,327.8792388916016
1129,8,462.12351684570314
1129,9,876.1117126464844
1129,10,517.1928314208984
1130,1,364.1208251953125
1130,2,320.86073913574216
1130,3,359.81829833984375
1130,4,615.34111328125
1130,5,403.5524078369141
1130,6,324.7607421875
1130,7,328.1722930908203
1130,8,537.204379272461
1130,9,904.8681213378907
1130,10,445.171630859375
1131,1,372.57666931152346
1131,2,226.86302947998047
1131,3,306.44195556640625
1131,4,476.4025054931641
1131,5,352.1121765136719
1131,6,292.25340881347654
1131,7,352.3820556640625
1131,8,399.9002716064453
1131,9,912.0484924316406
1131,10,329.31605834960936
1132,1,289.2037414550781
1132,2,180.13004302978516
1132,3,206.97661895751952
1132,4,369.9472686767578
1132,5,248.36648559570312
1132,6,212.93476409912108
1132,7,271.22536315917966
1132,8,321.6386352539063
1132,9,697.2864013671875
1132,10,261.6736312866211
1133,1,318.81215209960936
1133,2,200.99813232421874
1133,3,296.83705749511716
1133,4,434.2565582275391
1133,5,315.0476348876953
1133,6,292.4344970703125
1133,7,350.95278015136716
1133,8,367.78016662597656
1133,9,849.1037841796875
1133,10,326.74766540527344
1134,1,114.36832809448242
1134,2,83.32243194580079
1134,3,91.17160720825196
1134,4,95.2095932006836
1134,5,105.15828247070313
1134,6,55.571071243286134
1134,7,120.27812805175782
1134,8,144.00064239501953
1134,9,239.84860382080078
1134,10,35.93220438957214
1135,1,406.46363220214846
1135,2,229.07970733642577
1135,3,368.47222900390625
1135,4,530.4833618164063
1135,5,419.43878173828125
1135,6,296.6703369140625
1135,7,323.9875885009766
1135,8,452.3088745117187
1135,9,872.0227478027343
1135,10,417.0960754394531
1136,1,386.8522521972656
1136,2,294.78505554199216
1136,3,364.1736572265625
1136,4,611.4812805175782
1136,5,410.9545196533203
1136,6,325.93346252441404
1136,7,364.5047943115234
1136,8,528.5706573486328
1136,9,942.8823791503906
1136,10,377.5216918945313
1137,1,372.57666931152346
1137,2,226.86302947998047
1137,3,306.44195556640625
1137,4,476.4025054931641
1137,5,352.1121765136719
