date,brand,predict
1,1,115.18589782714844
1,6,53.60353469848633
1,9,169.1341094970703
2,4,72.77165985107422
2,6,26.393367767333984
2,7,45.3394889831543
2,10,61.167266845703125
3,4,49.502628326416016
3,6,10.360658645629883
3,8,41.08734893798828
4,1,631.7114868164062
4,2,622.0934448242188
4,3,509.4264221191406
4,4,1071.8516845703125
4,6,560.9415283203125
4,7,585.0171508789062
4,8,639.3502807617188
4,9,1036.520263671875
4,10,942.3319091796875
5,1,752.1039428710938
5,2,466.4287414550781
5,3,429.7005920410156
5,4,994.2695922851562
5,6,422.0067138671875
5,7,495.3949279785156
5,8,638.289306640625
5,9,981.2304077148438
5,10,889.7893676757812
6,1,506.2425231933594
6,2,469.8623962402344
6,3,425.8105773925781
6,4,1038.693603515625
6,6,390.8852233886719
6,7,422.44573974609375
6,8,598.0662231445312
6,9,966.8886108398438
6,10,966.18115234375
7,1,556.3712158203125
7,2,465.54974365234375
7,3,409.8243713378906
7,4,912.9166870117188
7,6,374.1342468261719
7,7,417.77899169921875
7,8,270.39501953125
7,9,850.7335205078125
7,10,842.1304931640625
8,1,651.0387573242188
8,2,535.4447021484375
8,3,519.9423217773438
8,4,988.2786865234375
8,6,477.9083557128906
8,7,564.653076171875
8,8,377.8736572265625
8,9,997.2565307617188
8,10,935.0853881835938
9,1,448.233154296875
9,2,400.7577819824219
9,3,376.10833740234375
9,4,649.5147705078125
9,6,341.7571105957031
9,7,362.1299133300781
9,8,318.30108642578125
9,9,859.2460327148438
9,10,690.7172241210938
10,1,409.60406494140625
10,2,340.2642822265625
10,3,319.6331787109375
10,4,542.8174438476562
10,6,291.0295715332031
10,7,322.1543273925781
10,8,275.22808837890625
10,9,662.7570190429688
10,10,647.5487060546875
11,1,422.2312927246094
11,2,377.8893737792969
11,3,359.98272705078125
11,4,582.1742553710938
11,6,315.17425537109375
11,7,372.1475524902344
11,8,298.8053894042969
11,9,826.05078125
11,10,669.21533203125
12,1,138.0641326904297
12,4,138.48814392089844
12,6,73.76210021972656
12,7,100.32937622070312
12,8,105.48536682128906
12,9,164.617919921875
12,10,107.96849822998047
13,1,39.091583251953125
13,3,20.54006004333496
13,9,50.875240325927734
14,1,492.35455322265625
14,2,414.76129150390625
14,3,411.73321533203125
14,4,688.555908203125
14,6,334.7896728515625
14,7,382.8406066894531
14,8,327.967529296875
